UserGestureID,UserID,GestureID,GestureData,CreationDate,UpdationDate
495,9004801107,7,"681 145 337,618 335 1397,481 376 1750,526 198 659,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0,2 4 0","2023-02-26 16:32:25","2023-02-26 16:32:25"
496,9004801107,7,"576 165 490,607 314 1239,600 426 1480,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0,44 33 0","2023-02-26 16:32:34","2023-02-26 16:32:34"
497,9004801107,7,"632 140 409,594 303 1516,573 418 1743,507 194 809,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0,0 1 0","2023-02-26 16:32:43","2023-02-26 16:32:43"
498,9004801107,7,"629 140 417,567 301 1817,618 425 1828,500 186 819,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0,27 6 0","2023-02-26 16:32:52","2023-02-26 16:32:52"
499,9004801107,7,"583 150 629,551 274 1723,587 405 1950,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0,-11 17 0","2023-02-26 16:33:03","2023-02-26 16:33:03"
500,9004801107,7,"589 145 650,548 282 1752,567 421 2041,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0,-13 2 0","2023-02-26 16:33:13","2023-02-26 16:33:13"
501,9004801107,7,"567 149 578,575 284 1694,573 426 1805,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0,43 -5 0","2023-02-26 16:33:23","2023-02-26 16:33:23"
502,9004801107,7,"563 178 852,583 385 1662,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0,45 -9 0","2023-02-26 16:33:33","2023-02-26 16:33:33"
503,9004801107,7,"590 130 570,586 423 1743,551 287 1670,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0,-8 -10 0","2023-02-26 16:33:42","2023-02-26 16:33:42"
504,9004801107,7,"552 178 594,572 364 1660,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0,-42 10 0","2023-02-26 16:33:52","2023-02-26 16:33:52"
505,9004801107,7,"569 161 697,568 360 1868,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0,5 -9 0","2023-02-26 16:34:02","2023-02-26 16:34:02"
506,9004801107,7,"602 135 567,578 352 1573,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0,97 4 0","2023-02-26 16:34:13","2023-02-26 16:34:13"
507,9004801107,7,"577 167 502,574 347 1237,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0,-16 27 0","2023-02-26 16:34:21","2023-02-26 16:34:21"
508,9004801107,7,"585 157 552,562 366 1742,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0,-4 -10 0","2023-02-26 16:34:32","2023-02-26 16:34:32"
509,9004801107,7,"584 164 534,570 373 1567,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0,67 -47 0","2023-02-26 16:34:44","2023-02-26 16:34:44"
510,9004801107,7,"571 192 670,574 351 1810,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0,22 -18 0","2023-02-26 16:35:00","2023-02-26 16:35:00"
511,9004801107,8,"491 325 330,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0,-9 11 0","2023-02-26 16:35:12","2023-02-26 16:35:12"
512,9004801107,8,"511 332 268,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0,-52 8 0","2023-02-26 16:35:19","2023-02-26 16:35:19"
513,9004801107,8,"489 330 287,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0,-33 17 0","2023-02-26 16:35:27","2023-02-26 16:35:27"
514,9004801107,8,"479 331 253,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0,-110 28 0","2023-02-26 16:35:34","2023-02-26 16:35:34"
515,9004801107,8,"528 310 237,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0,12 55 0","2023-02-26 16:35:41","2023-02-26 16:35:41"
516,9004801107,8,"509 312 238,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0,0 23 0","2023-02-26 16:35:48","2023-02-26 16:35:48"
517,9004801107,8,"499 328 301,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0,-74 30 0","2023-02-26 16:35:55","2023-02-26 16:35:55"
518,9004801107,8,"474 346 347,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0,-35 6 0","2023-02-26 16:36:01","2023-02-26 16:36:01"
519,9004801107,8,"503 337 303,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0,-19 12 0","2023-02-26 16:36:08","2023-02-26 16:36:08"
520,9004801107,8,"498 328 316,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0,-48 18 0","2023-02-26 16:36:15","2023-02-26 16:36:15"
521,9004801107,8,"504 329 308,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0,-28 4 0","2023-02-26 16:36:22","2023-02-26 16:36:22"
522,9004801107,8,"491 327 321,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0,-7 11 0","2023-02-26 16:36:29","2023-02-26 16:36:29"
523,9004801107,8,"475 331 357,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0,-40 28 0","2023-02-26 16:36:35","2023-02-26 16:36:35"
